[2024-12-22 12:41:51,979][INFO] Running PROJECT: CRC-DX, P LEARNING RATE: 0.001, OPTIMIZER: ADAMW, NUM EPOCHS: 15, BATCH SIZE: 2048, DEVICES: cuda, SMOOTHING: 0.1
[2024-12-22 12:41:51,979][INFO] params["in_chans"]=[200, 16]
[2024-12-22 12:41:51,979][INFO] params["dims"]=[512, 512]
[2024-12-22 12:41:51,979][INFO] params["out_chans"]=[16, 8]
[2024-12-22 12:41:51,979][INFO] params["heads"]=[8, 4]
[2024-12-22 12:56:45,407][INFO] Epoch[8/15], train B-acc: 0.6974(0.6224-0.7821), test B-acc: 0.6154(0.5455-0.7000)
[2024-12-22 12:56:45,407][INFO] Epoch[8/15], train AUC: 0.9379(0.8738-0.9770), test AUC: 0.8492(0.7484-0.9337)
[2024-12-22 12:58:22,781][INFO] Epoch[9/15], loss:1.6000, CE loss:0.3639
[2024-12-22 12:58:22,781][INFO] Epoch[9/15], train B-acc: 0.7639(0.6774-0.8448), test B-acc: 0.6296(0.5476-0.7292)
[2024-12-22 12:58:22,783][INFO] Epoch[9/15], train AUC: 0.9518(0.8916-0.9871), test AUC: 0.8572(0.7605-0.9337)
[2024-12-22 12:59:59,698][INFO] Epoch[10/15], loss:1.5746, CE loss:0.3547
[2024-12-22 12:59:59,698][INFO] Epoch[10/15], train B-acc: 0.7083(0.6310-0.7875), test B-acc: 0.6304(0.5536-0.7222)
[2024-12-22 12:59:59,698][INFO] Epoch[10/15], train AUC: 0.9613(0.9043-0.9915), test AUC: 0.8584(0.7635-0.9396)
[2024-12-22 13:01:36,552][INFO] Epoch[11/15], loss:1.5568, CE loss:0.3473
[2024-12-22 13:01:36,554][INFO] Epoch[11/15], train B-acc: 0.7778(0.6964-0.8590), test B-acc: 0.6316(0.5484-0.7174)
[2024-12-22 13:01:36,554][INFO] Epoch[11/15], train AUC: 0.9698(0.9166-0.9949), test AUC: 0.8631(0.7707-0.9408)
[2024-12-22 13:03:14,640][INFO] Epoch[12/15], loss:1.5393, CE loss:0.3379
[2024-12-22 13:03:14,640][INFO] Epoch[12/15], train B-acc: 0.8125(0.7353-0.8906), test B-acc: 0.6647(0.5786-0.7733)
[2024-12-22 13:03:14,640][INFO] Epoch[12/15], train AUC: 0.9760(0.9349-0.9979), test AUC: 0.8693(0.7797-0.9439)
[2024-12-22 13:04:55,564][INFO] Epoch[13/15], loss:1.5230, CE loss:0.3298
[2024-12-22 13:04:55,564][INFO] Epoch[13/15], train B-acc: 0.8462(0.7714-0.9194), test B-acc: 0.7261(0.6254-0.8333)
[2024-12-22 13:04:55,565][INFO] Epoch[13/15], train AUC: 0.9811(0.9424-0.9991), test AUC: 0.8699(0.7681-0.9418)
[2024-12-22 13:06:41,806][INFO] Epoch[14/15], loss:1.5113, CE loss:0.3219
[2024-12-22 13:06:41,806][INFO] Epoch[14/15], train B-acc: 0.8947(0.8214-0.9583), test B-acc: 0.7432(0.6457-0.8393)
[2024-12-22 13:06:41,806][INFO] Epoch[14/15], train AUC: 0.9841(0.9515-0.9996), test AUC: 0.8693(0.7676-0.9464)
[2024-12-22 13:08:23,187][INFO] Epoch[15/15], loss:1.5002, CE loss:0.3149
[2024-12-22 13:08:23,187][INFO] Epoch[15/15], train B-acc: 0.8953(0.8250-0.9556), test B-acc: 0.7436(0.6481-0.8438)
[2024-12-22 13:08:23,187][INFO] Epoch[15/15], train AUC: 0.9872(0.9569-1.0000), test AUC: 0.8680(0.7687-0.9496)
